,,,,"//==================================
// Text block 0 (sector 0x2E7A)
//==================================",,,
,,,,"//==================================
// Unindexed strings 
//==================================",,,
string,block0-0x36,,,第１章,Chapter 1,NOTE: top-level options for debug menu,
string,block0-0x3D,,,第２章,Chapter 2,,
string,block0-0x44,,,第３章,Chapter 3,,
string,block0-0x4B,,,第４章,Chapter 4,,
string,block0-0x52,,,第５章,Chapter 5,,
string,block0-0x59,,,迷路テスト,Maze Test,NOTE: options for unused test menu,
string,block0-0x64,,,デモテスト,Demo Test,,
string,block0-0x6F,,,バトルテスト前半,Battle Test (1/2),,
string,block0-0x80,,,バトルテスト後半,Battle Test (2/2),,
string,block0-0x91,,,ミニゲームテスト,Minigame Test,,
string,block0-0xA2,,,おまけ,Bonus,,
string,block0-0xA9,,,ＰＳＧテスト,PSG Test,,
string,block0-0xB6,,,ＨＵＶＩＤＥＯ,HuVIDEO,,
string,block0-0x27A,,,迷路テスト１,Maze test 1,,
string,block0-0x287,,,迷路テスト２,Maze test 2,,
string,block0-0x2A6,,,プロローグ,Prologue,,
string,block0-0x2B1,,,オープニング,Opening,,
string,block0-0x2BE,,,インターミッション,Intermission,,
string,block0-0x2D1,,,５章イベント,Ch. 5 event,,
string,block0-0x2DE,,,エンディング,Ending,,
string,block0-0x2EB,,,エピローグ,Epilogue,,
string,block0-0x2F6,,,エルライン合体,El-Line fusion,,
string,block0-0x305,,,バトル１,Battle 1,,
string,block0-0x30E,,,バトル２,Battle 2,,
string,block0-0x317,,,バトル３,Battle 3,,
string,block0-0x320,,,バトル４,Battle 4,,
string,block0-0x329,,,バトル５,Battle 5,,
string,block0-0x332,,,バトル６,Battle 6,,
string,block0-0x33B,,,バトル７,Battle 7,,
string,block0-0x344,,,バトル８,Battle 8,,
string,block0-0x34D,,,バトル９,Battle 9,,
string,block0-0x356,,,バトル１０,Battle 10,,
string,block0-0x361,,,バトル１１,Battle 11,,
string,block0-0x36C,,,バトル１２,Battle 12,,
string,block0-0x377,,,スペースダック,Space Duck,,
string,block0-0x386,,,スターボール,Star Bowl,,
string,block0-0x4FE,,,１章＃１（ＡＤＶ,Ch. 1 [#]1,NOTE: destination selections for debug menu,
string,block0-0x50F,,,　　〃　　　ＩＶ,} EVT,"NOTE: i'm assuming IV is for イベント – this seems to be the label for scenes which use the ""full-width"" window for their graphics",
string,block0-0x520,,,１章＃２（０４）,Ch. 1 [#]2 (04),,
string,block0-0x531,,,１章＃３（０１）,Ch. 1 [#]3 (01),,
