,,,,"//==================================
// Battle block 0x0
//==================================",,,
string,battleblock-0x0-0x81,Yuna: {,},"は　はぁ？\n
　よ　よろしくおねがいします","H-Huh?\n
Let's do this, I guess...?",,
string,battleblock-0x0-0xB2,Yuna: {,},や〜〜ん　どーしてー！,Oh nooooo! Whyyyyy!?,,
string,battleblock-0x0-0xD1,\s\p<$08>Yuna: {,},キーーーーッ！,KEEEEEEEEEEEEEE!,,
string,battleblock-0x0-0xEE,\sYuna: {,},バカバカバカバカ　バカーっ！,"Dummydummydummydummy!\n
DUMMYYYYYYYY!",,
string,battleblock-0x0-0x115,\sYuna: {,},や〜ん　来ないでよ〜！,Gaaaah! Get away from me!,,
string,battleblock-0x0-0x136,\s\p<$08>Yuna: {,},反撃だぁーーー！,Counterattaaaaaack!,,
string,battleblock-0x0-0x155,\sYuna: {,},反撃だぁーーー！,Counterattaaaaaack!,DUPE: F7,
string,battleblock-0x0-0x170,\sYuna: {,},反撃だぁーーー！,Counterattaaaaaack!,DUPE: F7,
string,battleblock-0x0-0x18B,\sYuna: {,},"もう！　いじわるばかりして！\n
　先生に　言いつけちゃうんだからっ！",GEEZ! You do nothing but pick on me! I'm telling the teacher!,,
string,battleblock-0x0-0x1D8,\sYuna: {,},"あたし　悪くないもん！\n
　あの子が　悪いんだもんっ！","I didn't do anything!\n
It's HER fault!","NOTE: maybe referring to mai instigating the fight? or just ""it's erika's fault for dropping out of the contest"", though this would have to be a self-directed statement for the latter to be the case, which is not how these insults are usually written",
string,battleblock-0x0-0x217,\sYuna: {,},"ニセモノ　ニセモノって\n
　あなたの方じゃないのっ！","`Faker' this, `faker' that...\n
I think YOU'RE the fake around here!",,
string,battleblock-0x0-0x254,\sYuna: {,},"あたしが　何をしたっていうの？\n
　もう　いいかげんにしてよねっ！","What did I do to you?\n
Just get over it already!",,
string,battleblock-0x0-0x29F,\s\p<$10>Yuna: {,},えーへへっ　どーお？,Eh-heh-heh. How's this?,,
string,battleblock-0x0-0x2C2,Yuna: {,},キャッ　イッタ〜〜い,Eep! Owwie!,,
string,battleblock-0x0-0x2DF,Yuna: {,},みないで　みないで　みないで〜,"Don't look! Don't look!\n
DON'T LOOK!",,
string,battleblock-0x0-0x306,Yuna: {,},どーして　そんな事　言うのー？,Why are you saying that!?,,
string,battleblock-0x0-0x32D,Yuna: {,},げげっ　ずるい！,Oh no! No fair!,,
,,,,"//==================================
// Battle block 0x34
//==================================",,,
string,battleblock-0x34-0x81,Mai: {,},"オーッホホホホホホホ\n
　バリキャリの　あたしに勝てる〜？","OH-hohohohohohoho!\n
Can ya beat a high-powered career woman like me?",,
string,battleblock-0x34-0xC0,Mai: {,},信じられな〜い　ってカンジ！,I don't buh-LEEV this!,,
string,battleblock-0x34-0xE3,Mai: {,},"ひっさあーつ！\n
　最後のジュリ扇アタァーック！！\l<$01>

\s舞「ヒュ〜ッ　ヒュ〜ッ　ソレソレ〜ッ","Killer technique!\n
Final Juliana's Fan Attaaaack!}\l<$01>

\sMai: {Hoo hoo!\n
Ooh yeah, woo yeah!",NOTE: more Juliana's references. dancers were apparently known for their folding fans.,
string,battleblock-0x34-0x144,\s,,"うそ攻撃２\n
（このメッセージを見た人は\n
すぐ報告を）","Fake attack 2\n
(whoever saw this message, report it right away)",NOTE: some characters don't have actual attacks in all the available slots and get placeholders like this instead,
string,battleblock-0x34-0x17D,\s,,"うそ攻撃３\n
（このメッセージを見た人は\n
すぐ報告を）","Fake attack 3\n
(whoever saw this message, report it right away)",,
string,battleblock-0x34-0x1B6,\sMai: {,},"あたしにかかればぁ〜\n
　楽勝って　カンジよねェ〜！","For someone like ME, you're like, a total pushover!",,
string,battleblock-0x34-0x1F1,\s,,"うそ反射攻撃２\n
（このメッセージを見た人は\n
すぐ報告を）","Fake counterattack 2\n
(whoever saw this message, report it right away)",,
string,battleblock-0x34-0x22E,\s,,"うそ反射攻撃３\n
（このメッセージを見た人は\n
すぐ報告を","Fake counterattack 3\n
(whoever saw this message, report it right away)",,
string,battleblock-0x34-0x269,\sMai: {,},"オーッホホホホホホホ\n
　くやしかったら　あなたも〜\n
　彼氏の一人でも　作ってみなさいよ〜","OH-hohohohohohoho!\n
Frustrated? Maybe you should go try to land even ONE boyfriend!",,
string,battleblock-0x34-0x2CA,\sMai: {,},"オーッホホホホホホホ\n
　ダサーいっ服ねぇ〜！\l<$01>

\s舞「まあ　わたしだったら\n
　どれ着ても　似合うからイイけどぉ〜\n
　あんたなら　大変よねェ〜","OH-hohohohohohoho!\n
Your clothes are like, lame-o CITY!}\l<$01>

\sMai: {I mean, like, there's not a color that doesn't complement ME, but YOU, oh-em-GEE...",,
string,battleblock-0x34-0x35F,\sMai: {,},"オーッホホホホホホホ\n
　あんた　オトコかと思ったわ！\l<$80>

　そんな　ヘンペー胸じゃあ〜\n
　仕方がないわよねェ〜","OH-hohohohohohoho!\n
And here I thought you were a BOY!}\l<$80>

{Guess with a chest that flat you like, get that all the time, huh?",,
string,battleblock-0x34-0x3D4,\sMai: {,},"オーッホホホホホホホ\n
　なんなのォ　そのチンチクリンな頭！\l<$01>

舞「自慢じゃないけど\n
　あたし位の　美しさになると\n
　セットに１週間かけちゃうのよねぇ〜","OH-hohohohohohoho!\n
What's with that scuzzball haircut!?}\l<$01>

Mai: {Not to brag, but when you're as beautiful as me, it takes a WEEK to do your hair, yannow.",,
string,battleblock-0x34-0x473,\s\w<$14>\p<$11>Mai: {,},"あら？\l<$80>

\p<$12>舞「あららららららららららららーーー","Huh?}\l<$80>

\p<$12>Mai: {HUUUUUUUUUUUUUH!?",,
string,battleblock-0x34-0x4B6,Mai: {,},あれ〜〜,Whaaaat?,,
string,battleblock-0x34-0x4C5,Mai: {,},"あたしの　美しいバディで\n
　男の視線は　釘付けよォ〜〜",My beautiful body freezes every boy's gaze on me!,,
string,battleblock-0x34-0x502,Mai: {,},"なっ　なんですってぇーーー！\n
　土木工業界のマドンナである\n
　あたしに　向かって！","Wh-What was that!?\n
You talking smack about the Madonna of civil engineering!?",,
string,battleblock-0x34-0x55B,\p<$1D>Mai: {,},ハラホレヒレハレ,herpdy derpdy derp derp,NOTE: original is a nonsense line that apparently originates from an old Japanese TV show: https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A3%E3%83%9C%E3%83%B3%E7%8E%89%E3%83%9B%E3%83%AA%E3%83%87%E3%83%BC,
string,battleblock-0x34-0x576,Mai: {,},"うっそー！\n
　チョー　信じられなーい","Like, no WAY!\n
Un-buh-LEE-vuh-ble!",,
,,,,"//==================================
// Battle block 0x68
//==================================",,,
string,battleblock-0x68-0x81,Erika: {,},"オーッホホホホホ\n
　やる前から　見えているわね\n
　この勝負","Oh-hoh-hoh-hoh-hoh-hoh...\n
I can see the outcome of this match before it's even happened.",,
string,battleblock-0x68-0xC6,Erika: {,},おのれ〜　神楽坂ユナ！,"Why, you...Yuna Kagurazaka!",,
string,battleblock-0x68-0xE7,\sErika: {,},これでもくらえっ！,Chew on THIS!,,
string,battleblock-0x68-0x106,\s\w<$0A>Erika: {,},"ノロマな　あなたの目を\n
　今　覚まして上げるわ！","Maybe this'll wake you up, dunce!",,
string,battleblock-0x68-0x147,Erika: {,},"中国三千年の　通信教育で\n
　特訓した究極の技を　受けてみよ！\l<$01>

\sエリカ「百裂ジャンケーーーン！\n
　グー　チョキ　パー\n
　グー　チョキ　パー","Taste the ultimate technique, garnered from a crash correspondence course in China's 3,000-year history!}\l<$01>

\sErika: {Hyakuretsu JANken!\n
Rock, paper, SCISSORS!\n
Rock, paper, SCISSORS!","CHECK
this is a parody of kenshiro's signature technique in fist of the north star, the ""hokuto hyakuretsu ken""
(and maybe also chun-li's signature ""hyakuretsukyaku"", given the comment about China? haven't watched hnk, don't know if there's any china connection there)",
string,battleblock-0x68-0x1DE,\s\w<$19>Erika: {,},"オーッホホホホホ\n
　あまい　あますぎるわっ！　ユナ！","OH-hoh-hoh-hoh-hoh-hoh!\n
You're just precious, my dear Yuna!",,
string,battleblock-0x68-0x223,\s\w<$0F>Erika: {,},"オーッホホホホホ\n
　あまい　あますぎるわっ！　ユナ！","OH-hoh-hoh-hoh-hoh-hoh!\n
You're just precious, my dear Yuna!",DUPE: F44,
string,battleblock-0x68-0x268,\sErika: {,},"オーッホホホホホ\n
　あまい　あますぎるわっ！　ユナ！","OH-hoh-hoh-hoh-hoh-hoh!\n
You're just precious, my dear Yuna!",DUPE: F44,
string,battleblock-0x68-0x2A9,\sErika: {,},"オーッホホホホホホホ\n
　うちの池には　シャチが居るのよっ\n
　シャチよ　シャチ！！","Oh-hoh-hoh-hoh-hoh-hoh-hoh!\n
Our pond's got an orca in it!\n
An orca! AN ORCA!",NOTE: is this some reference i don't know? each progressive upgrade of erika gets a bigger animal (orca -> whale -> nessie),
string,battleblock-0x68-0x306,\sErika: {,},"化けの皮を　はがしてやる！\n
　このニセお嬢さまめ！","I'll peel away your facade, you fake fraulein!",NOTE: almost exactly the same as one of kaede's lines from the previous game,
string,battleblock-0x68-0x345,\sErika: {,},"おとなしく　真のお嬢様は\n
　このあたしだと　認めることね！",Be a good little girl and admit that the true fraulein here is ME!,,
string,battleblock-0x68-0x38C,\sErika: {,},"あなたなんかが　お嬢様なんて\n
　呼ばれる資格なんか無いわ！\n
　さっさと地球に帰るといいわ！",Someone like YOU doesn't qualify to be called a fraulein at all! Just go right back home to Earth!,,
string,battleblock-0x68-0x3F3,\s\p<$10>Erika: {,},フン！　これで　どーかしら？,Hmph! How do you like this?,,
string,battleblock-0x68-0x420,Erika: {,},キャッ,Eek!,,
string,battleblock-0x68-0x431,Erika: {,},"なぜ　究極のお嬢様である\n
　わたしが　このような姿に・・","How could I, the ultimate fraulein, end up like this...?",,
string,battleblock-0x68-0x474,Erika: {,},うっ　おのれ〜っ,Oof! GRRRR!,,
string,battleblock-0x68-0x48F,Erika: {,},うっ　おのれ〜っ,Oof! GRRRR!,DUPE: F54,
,,,,"//==================================
// Battle block 0x9C
//==================================",,,
string,battleblock-0x9C-0x81,Yuna: {,},ユナ　がんばりまーす！,I'm gonna do my best!,,
string,battleblock-0x9C-0xA0,Yuna: {,},や〜ん　えっちぃ〜！！,Eyaaah! Pervert!,,
string,battleblock-0x9C-0xBF,\sYuna: {,},いくわよっ！,Here I come!,,
string,battleblock-0x9C-0xD6,\sYuna: {,},あったれーーーー,TAKE THIS!,,
string,battleblock-0x9C-0xF1,\sYuna: {,},フンだ！　なにさ！　え〜い！！,Hmph! Bring it! Hiyah!,,
string,battleblock-0x9C-0x11A,\sYuna: {,},えーい　反撃しちゃえー！,Hah! Counter time!,,
string,battleblock-0x9C-0x13D,\sYuna: {,},えーい　反撃しちゃえー！,Hah! Counter time!,DUPE: F62,
string,battleblock-0x9C-0x160,\sYuna: {,},えーい　反撃しちゃえー！,Hah! Counter time!,DUPE: F62,
string,battleblock-0x9C-0x183,\sYuna: {,},"プンプン！　あたしはすごーく\n
　いい子なんですからねっ！",Hmph! I'll have you know I'm a SUPER good girl!,,
string,battleblock-0x9C-0x1C6,\sYuna: {,},"もう！　どーして\n
　ひどい事ばかりするのっ！\n
　やめてよねっ！",Geez! How come all you ever do is mean stuff!? Quit it!,,
string,battleblock-0x9C-0x20F,\sYuna: {,},"わたしだって　たまには\n
　怒る事も　あるんですからねっ！","Every once in a while, even I can get mad, y'know!",,
string,battleblock-0x9C-0x252,\sYuna: {,},"ひどーーーーいっ！\n
　もう相手して　あげないんだから！","You're AWFUL!\n
I'm not gonna hang out with you anymore!",CHECK,
string,battleblock-0x9C-0x293,\s\p<$0C>Yuna: {,},ラッキー！　やったね！,Lucky me! Yay!,,
string,battleblock-0x9C-0x2B8,\s\p<$13>Yuna: {,},へへっ　大丈夫だもんネェ〜〜,Heh heh! I'm just fine!,,
string,battleblock-0x9C-0x2E3,Yuna: {,},キャッ,Eeek!,DUPE: F52,
string,battleblock-0x9C-0x2F2,Yuna: {,},や〜ん　見ないで〜！,Oh nooo! Don't look!,,
string,battleblock-0x9C-0x30F,Yuna: {,},ひっひどいと思う・・・・グスッ,T-That's terrible...(sniff),,
string,battleblock-0x9C-0x336,Yuna: {,},みんな　助けて！,"Help me, guys!",,
string,battleblock-0x9C-0x34F,Yuna: {,},"えー　なんでぇ〜\n
　もうチョット　おまけしてよ〜","Huh? Whyyyy!?\n
Give me something a little nicer!",CHECK,
,,,,"//==================================
// Battle block 0xD0
//==================================",,,
string,battleblock-0xD0-0x81,Yuri: {,},ほぇ〜　では行きますですぅ,"Hweh...Well, here I go.",,
string,battleblock-0xD0-0xA8,Yuri: {,},ありゃりゃですぅ〜,"Oh, my, my...",,
string,battleblock-0xD0-0xC7,\sYuri: {,},そーりゅーがぁっ！　ですぅ,TAKE THIS! Please.,CHECK,
string,battleblock-0xD0-0xF0,\sYuri: {,},当たると　イタイいですぅ,This will be painful if it hits!,,
string,battleblock-0xD0-0x117,Yuri: {,},"あれっ・・・・・\l<$01>

\sユーリィ「へへっ\n
　失敗しちゃったですぅ〜","Huh...?}\l<$01>

\sYuri: {Heh heh.\n
I messed that up.",,
string,battleblock-0xD0-0x164,\s\p<$1C>Yuna: {,},"なにやってんのよ！　ユーリィ！\n
　もう！　しっかりしてよねっ！","What're you doing, Yuri!?\n
Ugh! Get your act together!",NOTE: i think the game chooses between this line and the next one based on how far along you are in the plot,
string,battleblock-0xD0-0x1B1,\s\p<$1C>Yuna: {,},"ユ　ユーリィ？\n
　ド　ドンマイよ・・・・・・","Y-Yuri?\n
Oh, forget it...",,
string,battleblock-0xD0-0x1EC,\sYuri: {,},お仕置き　しちゃいますぅ〜,I am going to give you a punishment!,,
string,battleblock-0xD0-0x215,\s\w<$02>Yuri: {,},お仕置き　しちゃいますぅ〜,I am going to give you a punishment!,DUPE: F84,
string,battleblock-0xD0-0x242,\sYuri: {,},"あっ　もしかして　あなた〜\n
　私の　ゴハンが欲しいんでしょ？\l<$01>

ユーリィ「しかたないですねぇ〜\n
　少しですょ","Ah, could it be that you would like some of my rice?}\l<$01>

Yuri: {I guess it cannot be helped.\n
Just a little.",,
