,,,,"//==================================
// Battle block 0x0
//==================================",,,,
"string","battleblock-0x0-0x81","ユナ「","}","は　はぁ？\n
　よ　よろしくおねがいします",,,"=IF(F2="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0xB2","=T(C2)","=T(D2)","や〜〜ん　どーしてー！",,,"=IF(F3="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0xD1","\s\p<$08>ユナ「","=T(D2)","キーーーーッ！",,,"=IF(F4="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0xEE","\sユナ「","=T(D2)","バカバカバカバカ　バカーっ！",,,"=IF(F5="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0x115","=T(C5)","=T(D2)","や〜ん　来ないでよ〜！",,,"=IF(F6="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0x136","=T(C4)","=T(D2)","反撃だぁーーー！",,,"=IF(F7="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0x155","=T(C5)","=T(D2)","反撃だぁーーー！","=T(F7)","DUPE: F7",,
"string","battleblock-0x0-0x170","=T(C5)","=T(D2)","反撃だぁーーー！","=T(F7)","DUPE: F7",,
"string","battleblock-0x0-0x18B","=T(C5)","=T(D2)","もう！　いじわるばかりして！\n
　先生に　言いつけちゃうんだからっ！",,,"=IF(F10="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0x1D8","=T(C5)","=T(D2)","あたし　悪くないもん！\n
　あの子が　悪いんだもんっ！",,,"=IF(F11="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0x217","=T(C5)","=T(D2)","ニセモノ　ニセモノって\n
　あなたの方じゃないのっ！",,,"=IF(F12="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0x254","=T(C5)","=T(D2)","あたしが　何をしたっていうの？\n
　もう　いいかげんにしてよねっ！",,,"=IF(F13="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0x29F","\s\p<$10>ユナ「","=T(D2)","えーへへっ　どーお？",,,"=IF(F14="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0x2C2","=T(C2)","=T(D2)","キャッ　イッタ〜〜い",,,"=IF(F15="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0x2DF","=T(C2)","=T(D2)","みないで　みないで　みないで〜",,,"=IF(F16="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0x306","=T(C2)","=T(D2)","どーして　そんな事　言うのー？",,,"=IF(F17="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x0-0x32D","=T(C2)","=T(D2)","げげっ　ずるい！",,,"=IF(F18="""", ""UNTRANSLATED"", """")",
,,,,"//==================================
// Battle block 0x34
//==================================",,,,
"string","battleblock-0x34-0x81","舞「","=T(D2)","オーッホホホホホホホ\n
　バリキャリの　あたしに勝てる〜？",,,"=IF(F20="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x34-0xC0","=T(C20)","=T(D2)","信じられな〜い　ってカンジ！",,,"=IF(F21="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x34-0xE3","=T(C20)","=T(D2)","ひっさあーつ！\n
　最後のジュリ扇アタァーック！！\l<$01>

\s舞「ヒュ〜ッ　ヒュ〜ッ　ソレソレ〜ッ",,,"=IF(F22="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x34-0x144","\s{","=T(D2)","うそ攻撃２\n
（このメッセージを見た人は\n
すぐ報告を）",,,"=IF(F23="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x34-0x17D","=T(C23)","=T(D2)","うそ攻撃３\n
（このメッセージを見た人は\n
すぐ報告を）",,,"=IF(F24="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x34-0x1B6","\s舞「","=T(D2)","あたしにかかればぁ〜\n
　楽勝って　カンジよねェ〜！",,,"=IF(F25="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x34-0x1F1","=T(C23)","=T(D2)","うそ反射攻撃２\n
（このメッセージを見た人は\n
すぐ報告を）",,,"=IF(F26="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x34-0x22E","=T(C23)","=T(D2)","うそ反射攻撃３\n
（このメッセージを見た人は\n
すぐ報告を",,,"=IF(F27="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x34-0x269","=T(C25)","=T(D2)","オーッホホホホホホホ\n
　くやしかったら　あなたも〜\n
　彼氏の一人でも　作ってみなさいよ〜",,,"=IF(F28="""", ""UNTRANSLATED"", """")",
"string","battleblock-0x34-0x2CA","=T(C25)","=T(D2)","オーッホホホホホホホ\n
　ダサーいっ服ねぇ〜！\l<$01>

\s舞「まあ　わたしだったら\n
　どれ着ても　似合うからイイけどぉ〜\n
　あんたなら　大変よねェ〜",,,"=IF(F29="""", ""UNTRANSLATED"", """")",
