,,,,"//==================================
// Text block 0 (sector 0x2E7A)
//==================================",,,,
,,,,"//==================================
// Unindexed strings 
//==================================",,,,
"string","block0-0x36",,,"第１章",,,"=IF(F3="""", ""UNTRANSLATED"", """")",
"string","block0-0x3D",,,"第２章",,,"=IF(F4="""", ""UNTRANSLATED"", """")",
"string","block0-0x44",,,"第３章",,,"=IF(F5="""", ""UNTRANSLATED"", """")",
"string","block0-0x4B",,,"第４章",,,"=IF(F6="""", ""UNTRANSLATED"", """")",
"string","block0-0x52",,,"第５章",,,"=IF(F7="""", ""UNTRANSLATED"", """")",
"string","block0-0x59",,,"迷路テスト",,,"=IF(F8="""", ""UNTRANSLATED"", """")",
"string","block0-0x64",,,"デモテスト",,,"=IF(F9="""", ""UNTRANSLATED"", """")",
"string","block0-0x6F",,,"バトルテスト前半",,,"=IF(F10="""", ""UNTRANSLATED"", """")",
"string","block0-0x80",,,"バトルテスト後半",,,"=IF(F11="""", ""UNTRANSLATED"", """")",
"string","block0-0x91",,,"ミニゲームテスト",,,"=IF(F12="""", ""UNTRANSLATED"", """")",
"string","block0-0xA2",,,"おまけ",,,"=IF(F13="""", ""UNTRANSLATED"", """")",
"string","block0-0xA9",,,"ＰＳＧテスト",,,"=IF(F14="""", ""UNTRANSLATED"", """")",
"string","block0-0xB6",,,"ＨＵＶＩＤＥＯ",,,"=IF(F15="""", ""UNTRANSLATED"", """")",
"string","block0-0x27A",,,"迷路テスト１",,,"=IF(F16="""", ""UNTRANSLATED"", """")",
"string","block0-0x287",,,"迷路テスト２",,,"=IF(F17="""", ""UNTRANSLATED"", """")",
"string","block0-0x2A6",,,"プロローグ",,,"=IF(F18="""", ""UNTRANSLATED"", """")",
"string","block0-0x2B1",,,"オープニング",,,"=IF(F19="""", ""UNTRANSLATED"", """")",
"string","block0-0x2BE",,,"インターミッション",,,"=IF(F20="""", ""UNTRANSLATED"", """")",
"string","block0-0x2D1",,,"５章イベント",,,"=IF(F21="""", ""UNTRANSLATED"", """")",
"string","block0-0x2DE",,,"エンディング",,,"=IF(F22="""", ""UNTRANSLATED"", """")",
"string","block0-0x2EB",,,"エピローグ",,,"=IF(F23="""", ""UNTRANSLATED"", """")",
"string","block0-0x2F6",,,"エルライン合体",,,"=IF(F24="""", ""UNTRANSLATED"", """")",
"string","block0-0x305",,,"バトル１",,,"=IF(F25="""", ""UNTRANSLATED"", """")",
"string","block0-0x30E",,,"バトル２",,,"=IF(F26="""", ""UNTRANSLATED"", """")",
